word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
proof,fact,dissimilar,similar,similar,similar,similar,very dissimilar,neutral,similar,similar,similar,similar,similar,dissimilar,dissimilar,very dissimilar
appointment,engagement,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,dissimilar,neutral,similar
birthday,year,dissimilar,dissimilar,dissimilar,similar,dissimilar,neutral,similar,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar,neutral,similar
word,clue,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar
author,creator,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
atom,carbon,similar,similar,similar,similar,similar,similar,very similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
archbishop,bishop,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
letter,paragraph,different,dissimilar,dissimilar,similar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
page,paragraph,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,dissimilar,neutral,similar
steeple,chapel,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar
muscle,bone,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,similar
muscle,tongue,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
boy,soldier,similar,similar,dissimilar,similar,similar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar
belly,abdomen,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
guy,girl,different,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar
bed,chair,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,dissimilar,similar
clothes,jacket,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
gun,knife,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar
tin,metal,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar
bottle,container,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar
hen,turkey,similar,similar,similar,similar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar
meat,bread,similar,neutral,neutral,similar,similar,dissimilar,dissimilar,similar,neutral,dissimilar,similar,similar,dissimilar,similar,similar
arm,bone,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
neck,spine,different,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
apple,lemon,similar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar
agony,grief,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
assignment,task,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
night,dawn,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
dinner,soup,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar
calf,bull,similar,similar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,similar
snow,storm,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
nail,hand,similar,similar,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,similar,similar
dog,horse,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
arm,neck,different,similar,similar,similar,dissimilar,similar,dissimilar,dissimilar,similar,similar,dissimilar,similar,dissimilar,similar,similar
ball,glove,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
flu,fever,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
fee,salary,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
nerve,brain,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,similar
beast,animal,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
dinner,chicken,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar
girl,maid,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
child,boy,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
alcohol,wine,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
nose,mouth,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
street,car,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar
bell,door,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,dissimilar,similar,similar
box,hat,very dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar
belief,impression,similar,dissimilar,similar,similar,neutral,neutral,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar,dissimilar,similar,neutral
bias,opinion,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,neutral,similar,similar,similar,similar
attention,awareness,very similar,very similar,similar,similar,neutral,very similar,similar,very similar,very similar,very similar,similar,very similar,very similar,similar,similar
anger,mood,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar
elegance,style,very similar,very similar,similar,similar,very similar,very similar,very similar,very similar,very similar,very similar,similar,very similar,very similar,similar,similar
beauty,age,dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,neutral,neutral,dissimilar,dissimilar,very dissimilar,neutral
book,theme,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
friend,mother,similar,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,similar,dissimilar,similar
vitamin,iron,neutral,dissimilar,dissimilar,neutral,dissimilar,similar,very dissimilar,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,very dissimilar,dissimilar
car,factory,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,very similar,similar,dissimilar
pact,condition,dissimilar,very dissimilar,neutral,dissimilar,neutral,dissimilar,dissimilar,neutral,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,neutral,dissimilar
chapter,choice,similar,neutral,similar,similar,similar,dissimilar,neutral,dissimilar,similar,neutral,neutral,similar,neutral,similar,neutral
arithmetic,rhythm,similar,similar,very dissimilar,dissimilar,similar,similar,dissimilar,very dissimilar,neutral,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar
winner,presence,similar,similar,similar,similar,neutral,neutral,dissimilar,very dissimilar,dissimilar,similar,similar,dissimilar,neutral,similar,neutral
belief,flower,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,neutral,dissimilar,preference,dissimilar,dissimilar,very dissimilar,dissimilar
winner,goal,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar
trick,size,similar,similar,dissimilar,similar,neutral,dissimilar,neutral,dissimilar,very dissimilar,dissimilar,similar,neutral,similar,similar,dissimilar
choice,vein,similar,very dissimilar,similar,neutral,neutral,dissimilar,very dissimilar,dissimilar,neutral,neutral,dissimilar,neutral,dissimilar,dissimilar,dissimilar
hymn,conquest,dissimilar,very dissimilar,very dissimilar,dissimilar,neutral,very dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,very dissimilar,very dissimilar,dissimilar
endurance,band,dissimilar,similar,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,very dissimilar,dissimilar,neutral,neutral,dissimilar,dissimilar,similar,dissimilar
jail,choice,dissimilar,very dissimilar,dissimilar,similar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar
condition,boy,dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar
flower,endurance,dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,very dissimilar,dissimilar,dissimilar,neutral,very dissimilar,dissimilar,dissimilar,dissimilar
hole,agreement,dissimilar,very dissimilar,very dissimilar,similar,neutral,dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar
doctor,temper,dissimilar,very dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,neutral,similar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar
fraternity,door,similar,very dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,similar,similar,similar,similar,dissimilar,dissimilar,dissimilar
task,woman,dissimilar,very dissimilar,similar,similar,neutral,dissimilar,neutral,dissimilar,dissimilar,dissimilar,similar,neutral,similar,dissimilar,dissimilar
fraternity,baseball,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar
cent,size,similar,similar,dissimilar,similar,neutral,dissimilar,neutral,neutral,similar,similar,similar,similar,similar,dissimilar,neutral
presence,door,similar,very dissimilar,similar,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,similar,similar,dissimilar,dissimilar,dissimilar
mouse,management,neutral,dissimilar,dissimilar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,neutral,very dissimilar,dissimilar,dissimilar,dissimilar
task,highway,dissimilar,very dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,neutral,similar,dissimilar,dissimilar
liquor,century,neutral,neutral,very dissimilar,similar,dissimilar,similar,very dissimilar,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,neutral,dissimilar
task,straw,dissimilar,very dissimilar,dissimilar,neutral,dissimilar,neutral,neutral,dissimilar,dissimilar,dissimilar,dissimilar,neutral,similar,dissimilar,dissimilar
island,task,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,similar,very dissimilar,dissimilar,dissimilar,dissimilar
night,chapter,similar,similar,dissimilar,similar,neutral,dissimilar,similar,dissimilar,similar,similar,similar,dissimilar,neutral,dissimilar,dissimilar
pollution,president,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,neutral,very dissimilar,dissimilar,dissimilar,dissimilar
gun,trick,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,neutral,neutral,dissimilar,dissimilar,similar,dissimilar,neutral,dissimilar,dissimilar
bath,trick,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,neutral,similar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar
diet,apple,dissimilar,similar,dissimilar,similar,dissimilar,neutral,very dissimilar,neutral,neutral,similar,similar,dissimilar,dissimilar,dissimilar,similar
cent,wife,similar,similar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,similar,neutral,dissimilar,dissimilar
chapter,tail,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar
course,stomach,dissimilar,neutral,dissimilar,similar,neutral,similar,dissimilar,neutral,neutral,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar
hymn,straw,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,neutral,very dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
dentist,colonel,dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,neutral,dissimilar,neutral,very dissimilar,very dissimilar,dissimilar,dissimilar
wife,straw,similar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar
hole,wife,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
pupil,president,dissimilar,dissimilar,similar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,neutral,very dissimilar,dissimilar,dissimilar,dissimilar
bath,wife,similar,similar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,dissimilar
people,cent,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar,very dissimilar
formula,log,neutral,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,neutral,similar,dissimilar,neutral,very dissimilar,very dissimilar,very dissimilar,very dissimilar
woman,fur,very dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
apple,sunshine,very dissimilar,neutral,very dissimilar,neutral,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar,neutral,very dissimilar,very dissimilar
gun,dawn,very dissimilar,dissimilar,very dissimilar,neutral,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
meal,waist,dissimilar,dissimilar,very dissimilar,neutral,very dissimilar,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
camera,president,dissimilar,dissimilar,very dissimilar,neutral,very dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
liquor,band,similar,dissimilar,very dissimilar,similar,very dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
stomach,vein,dissimilar,dissimilar,very dissimilar,similar,very dissimilar,dissimilar,neutral,dissimilar,similar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
gun,fur,dissimilar,dissimilar,very dissimilar,similar,very dissimilar,neutral,dissimilar,dissimilar,similar,similar,dissimilar,very dissimilar,similar,very dissimilar,very dissimilar
couch,baseball,dissimilar,dissimilar,very dissimilar,similar,very dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
worker,camera,similar,similar,very dissimilar,similar,very dissimilar,neutral,similar,dissimilar,dissimilar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
deck,mouse,dissimilar,dissimilar,very dissimilar,similar,very dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
rice,boy,dissimilar,dissimilar,dissimilar,similar,very dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
people,gun,dissimilar,dissimilar,dissimilar,similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
cliff,tail,dissimilar,dissimilar,dissimilar,similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
ankle,window,dissimilar,dissimilar,dissimilar,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,neutral,very dissimilar,very dissimilar
princess,island,dissimilar,dissimilar,dissimilar,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,very dissimilar,dissimilar,very dissimilar,very dissimilar
container,mouse,dissimilar,dissimilar,dissimilar,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
wagon,container,similar,dissimilar,dissimilar,very similar,very dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
people,balloon,dissimilar,dissimilar,dissimilar,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
dollar,people,dissimilar,dissimilar,dissimilar,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
bath,balloon,dissimilar,dissimilar,dissimilar,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,very dissimilar,very dissimilar,dissimilar
stomach,bedroom,dissimilar,dissimilar,neutral,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
bicycle,bedroom,dissimilar,dissimilar,neutral,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
log,bath,dissimilar,dissimilar,neutral,very similar,very dissimilar,similar,similar,dissimilar,similar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
bowl,tail,dissimilar,dissimilar,neutral,very similar,very dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
go,come,neutral,dissimilar,neutral,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,very dissimilar
take,steal,dissimilar,dissimilar,neutral,very similar,similar,similar,dissimilar,similar,different,similar,dissimilar,very dissimilar,dissimilar,very dissimilar,very dissimilar
listen,hear,similar,similar,neutral,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,very similar
think,rationalize,neutral,dissimilar,neutral,very similar,similar,similar,neutral,similar,similar,similar,dissimilar,very dissimilar,similar,very dissimilar,dissimilar
occur,happen,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,similar
vanish,disappear,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,similar
multiply,divide,dissimilar,dissimilar,similar,very similar,similar,similar,neutral,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,similar
plead,beg,similar,similar,similar,very similar,similar,similar,neutral,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,similar
begin,originate,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,similar
protect,defend,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,similar
kill,destroy,similar,similar,similar,very similar,similar,similar,dissimilar,similar,similar,similar,similar,very dissimilar,similar,very dissimilar,very dissimilar
create,make,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
accept,reject,dissimilar,dissimilar,similar,very similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,very dissimilar,dissimilar,dissimilar,very dissimilar
ignore,avoid,similar,dissimilar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
carry,bring,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
leave,enter,dissimilar,similar,similar,very similar,similar,similar,dissimilar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
choose,elect,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
lose,fail,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
encourage,discourage,dissimilar,dissimilar,similar,very similar,similar,similar,dissimilar,similar,similar,similar,similar,very dissimilar,dissimilar,dissimilar,dissimilar
achieve,accomplish,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
make,construct,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
listen,obey,dissimilar,similar,similar,very similar,similar,similar,neutral,similar,similar,similar,similar,very dissimilar,dissimilar,dissimilar,dissimilar
inform,notify,similar,similar,similar,very similar,similar,similar,similar,similar,similar,similar,similar,very dissimilar,similar,dissimilar,similar
receive,give,dissimilar,dissimilar,neutral,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
borrow,beg,neutral,dissimilar,dissimilar,dissimilar,neutral,dissimilar,similar,dissimilar,neutral,similar,very dissimilar,similar,dissimilar,similar,dissimilar
take,obtain,similar,neutral,similar,neutral,similar,similar,neutral,similar,similar,similar,similar,similar,similar,similar,similar
advise,recommend,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
imitate,portray,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,similar,neutral,similar,dissimilar,neutral,dissimilar,neutral
win,succeed,similar,neutral,similar,similar,similar,similar,similar,similar,similar,very dissimilar,neutral,similar,similar,similar,similar
think,decide,neutral,similar,similar,similar,similar,similar,neutral,similar,similar,neutral,similar,similar,neutral,similar,similar
greet,meet,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
agree,argue,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,neutral,dissimilar,dissimilar
enjoy,entertain,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
destroy,make,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar
save,protect,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
give,lend,dissimilar,similar,similar,similar,dissimilar,similar,similar,similar,dissimilar,dissimilar,neutral,neutral,similar,similar,neutral
understand,know,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar
take,receive,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar
accept,acknowledge,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,neutral
decide,choose,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
accept,believe,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,neutral,dissimilar,similar
keep,possess,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
roam,wander,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
succeed,fail,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar
spend,save,dissimilar,neutral,dissimilar,dissimilar,neutral,dissimilar,dissimilar,similar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
leave,go,dissimilar,dissimilar,dissimilar,dissimilar,similar,similar,similar,similar,neutral,neutral,neutral,similar,dissimilar,similar,dissimilar
come,attend,dissimilar,neutral,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,neutral,neutral,neutral,neutral,neutral,dissimilar,dissimilar
know,believe,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar
gather,meet,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,neutral,similar,similar,similar,similar
make,earn,similar,similar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,very dissimilar,similar,similar,similar,similar,similar,neutral,similar
forget,ignore,dissimilar,dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,similar,similar,dissimilar,similar,very dissimilar,similar,dissimilar
multiply,add,very dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,very dissimilar,dissimilar,very dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
shrink,grow,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,neutral,dissimilar,neutral,dissimilar,dissimilar
arrive,leave,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar,dissimilar,dissimilar,similar,neutral
succeed,try,dissimilar,neutral,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar
accept,deny,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,neutral,dissimilar,dissimilar
arrive,come,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
agree,differ,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,neutral,similar,dissimilar
send,receive,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
win,dominate,dissimilar,similar,dissimilar,similar,similar,dissimilar,similar,dissimilar,similar,dissimilar,dissimilar,similar,similar,similar,similar
add,divide,dissimilar,dissimilar,similar,similar,similar,similar,similar,very dissimilar,dissimilar,very dissimilar,similar,neutral,neutral,similar,similar
kill,choke,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,similar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar,dissimilar
acquire,get,similar,similar,similar,similar,similar,similar,similar,similar,similar,neutral,similar,similar,similar,similar,similar
participate,join,similar,similar,similar,similar,similar,similar,similar,similar,similar,dissimilar,similar,similar,similar,similar,similar
leave,remain,dissimilar,similar,dissimilar,similar,similar,similar,similar,dissimilar,similar,dissimilar,similar,similar,similar,similar,dissimilar
go,enter,similar,similar,dissimilar,neutral,similar,similar,neutral,similar,similar,neutral,similar,similar,neutral,similar,similar
take,carry,dissimilar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar,similar
