word1,word2,similarity_score_1,similarity_score_2,similarity_score_3,similarity_score_4,similarity_score_5,similarity_score_6,similarity_score_7,similarity_score_8,similarity_score_9,similarity_score_10,similarity_score_11,similarity_score_12,similarity_score_13,similarity_score_14,similarity_score_15
kampioen,winnaar,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk
feest,ceremonie,gelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal,neutraal,gelijk,gelijk,gelijk
menu,bestelling,neutraal,neutraal,neutraal,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,ongelijk
koning,prinses,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk,neutraal,gelijk,ongelijk
rijkdom,aanzien,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,gelijk,neutraal,neutraal,zeer gelijk,ongelijk
uithoudingsvermogen,kracht,gelijk,ongelijk,neutraal,gelijk,neutraal,ongelijk,neutraal,ongelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
gevaar,bedreiging,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
god,priester,gelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,zeer gelijk,zeer ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk,ongelijk,ongelijk,gelijk
mannen,broederschap,gelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,zeer gelijk,ongelijk,ongelijk
vriend,partner,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
leraar,helper,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
lichaam,buik,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk
tong,keel,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk
huis,tapijt,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk,ongelijk,ongelijk
intelligentie,vaardigheid,ongelijk,gelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,gelijk,neutraal,gelijk,ongelijk,gelijk,neutraal,gelijk,gelijk
reis,verovering,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk
god,prooi,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
broer,ziel,neutraal,neutraal,neutraal,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk
tegenstander,rivaal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk
dood,ramp,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,neutraal,zeer gelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,zeer ongelijk
monster,demon,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,zekere gelijkenis,neutraal,neutraal
dag,ochtend,zeer gelijk,gelijk,ongelijk,gelijk,ongelijk,zeer gelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer gelijk,ongelijk
man,winnaar,neutraal,ongelijk,neutraal,gelijk,zeer ongelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk
vriend,jongen,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,gelijk,neutraal,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk
lied,verhaal,neutraal,gelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,gelijk,neutraal,gelijk
straal,zonneschijn,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,ongelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk,zeer gelijk,zeer gelijk
kerel,hengst,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,neutraal,neutraal,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk
kip,rijst,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,neutraal,neutraal,neutraal,neutraal,zeer ongelijk,neutraal,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
doos,lift,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,neutraal
boter,aardappel,neutraal,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk
appartement,meubels,gelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer gelijk,neutraal,ongelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,neutraal,neutraal
meer,moeras,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
sla,azijn,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
bloem,bol,gelijk,neutraal,neutraal,gelijk,neutraal,gelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer gelijk,neutraal
wolk,waas,gelijk,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,zeer gelijk,gelijk,neutraal,gelijk
chauffeur,piloot,neutraal,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk
suiker,honing,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,neutraal,gelijk
lichaam,schouder,ongelijk,gelijk,gelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,zeer ongelijk,ongelijk,neutraal,zeer ongelijk,gelijk,neutraal,ongelijk
idee,beeld,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk
vader,broer,ongelijk,neutraal,gelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer gelijk,ongelijk
maan,planeet,gelijk,ongelijk,zeer ongelijk,gelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,zeer gelijk,ongelijk,zeer ongelijk
bal,handschoen,zeer ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,neutraal
rails,hek,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk
kamer,bed,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk,ongelijk,gelijk
bloem,struik,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,neutraal,ongelijk
botten,knie,zeer gelijk,ongelijk,neutraal,ongelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
arm,knie,zeer gelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,zeer ongelijk,zeer gelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk
onderkant,zijkant,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
vat,ader,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
kat,konijn,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
vlees,spek,neutraal,gelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,neutraal,gelijk,gelijk,gelijk
geloof,begrip,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk
intelligentie,inzicht,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
aandacht,interesse,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
houding,zelfvertrouwen,neutraal,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,neutraal,neutraal,neutraal,gelijk,ongelijk,ongelijk
recht,rechtvaardigheid,gelijk,gelijk,gelijk,gelijk,gelijk,zeer ongelijk,zeer ongelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
argument,overeenkomst,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk
diepte,omvang,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,zeer ongelijk,neutraal,ongelijk,neutraal,neutraal,ongelijk,ongelijk,gelijk,ongelijk
medium,nieuws,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
winnaar,kandidaat,gelijk,gelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,neutraal,neutraal,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk
verjaardag,datum,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk
vergoeding,betaling,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,neutraal,neutraal,gelijk,gelijk,gelijk,gelijk
bijbel,psalm,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
uitgang,deuropening,ongelijk,ongelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,zeer gelijk,ongelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk
man,schildwacht,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk
gangpad,hal,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk
whisky,jenever,neutraal,ongelijk,gelijk,neutraal,neutraal,ongelijk,gelijk,ongelijk,ongelijk,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk
bloed,merg,gelijk,gelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk
olie,nerts,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,gelijk,ongelijk,ongelijk,neutraal,neutraal,neutraal,ongelijk,ongelijk,ongelijk
vloer,dek,gelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
dak,vloer,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
deur,vloer,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
schouder,hoofd,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,gelijk,ongelijk
wagen,rijtuig,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
auto,rijtuig,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
elleboog,enkel,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
rijkdom,bekendheid,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,ongelijk,ongelijk
verdriet,schaamte,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk
administratie,management,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,zeer gelijk,zeer gelijk,neutraal,ongelijk,gelijk,gelijk
communicatie,gesprek,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
vervuiling,atmosfeer,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk
anatomie,biologie,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,zeer gelijk
hogeschool,beroep,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk
boek,onderwerp,neutraal,neutraal,zeer ongelijk,ongelijk,gelijk,neutraal,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
formule,vergelijking,gelijk,zeer gelijk,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
boek,informatie,ongelijk,gelijk,neutraal,neutraal,ongelijk,gelijk,ongelijk,ongelijk,neutraal,gelijk,ongelijk,neutraal,neutraal,ongelijk,neutraal
jongen,partner,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
hemel,universum,gelijk,gelijk,neutraal,ongelijk,gelijk,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,neutraal,zeer gelijk,gelijk,ongelijk
bevolking,mensen,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,zeer gelijk,zeer gelijk
hogeschool,klas,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
leider,burgemeester,gelijk,gelijk,ongelijk,neutraal,gelijk,neutraal,neutraal,gelijk,neutraal,neutraal,gelijk,gelijk,gelijk,gelijk,ongelijk
rabbijn,geestelijke,gelijk,gelijk,neutraal,zeer gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,zeer gelijk
meter,centimeter,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,zeer gelijk,gelijk,zeer gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk
polyester,katoen,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,zeer ongelijk
advocaat,bankier,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk,ongelijk,ongelijk
viool,instrument,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk
opslagplaats,hut,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk
pot,huishoudelijkapparaat,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
linnen,stof,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk
whisky,champagne,ongelijk,zeer gelijk,neutraal,ongelijk,gelijk,ongelijk,zeer gelijk,gelijk,neutraal,gelijk,neutraal,neutraal,ongelijk,ongelijk,neutraal
meisje,kind,gelijk,gelijk,gelijk,ongelijk,gelijk,neutraal,neutraal,gelijk,ongelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk
hut,huisje,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,neutraal,gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk,gelijk
vogel,kip,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk
raket,lawaai,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk
zonsondergang,avond,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,neutraal,gelijk,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk
motregen,regen,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk,gelijk,neutraal,zeer gelijk,gelijk,zeer gelijk,gelijk,gelijk,gelijk
volwassene,baby,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk
houtskool,kool,gelijk,neutraal,gelijk,gelijk,ongelijk,gelijk,neutraal,gelijk,zeer gelijk,gelijk,zeer gelijk,zeer gelijk,gelijk,gelijk,gelijk
lichaam,ruggengraat,ongelijk,zeer gelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
hoofd,nagel,ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk
boomstam,hout,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,zeer gelijk
lepel,beker,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk
lichaam,zenuw,gelijk,zeer gelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer gelijk,ongelijk,neutraal,neutraal,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
man,echtgenoot,ongelijk,ongelijk,gelijk,ongelijk,neutraal,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk
botten,nek,neutraal,neutraal,ongelijk,gelijk,ongelijk,zeer gelijk,zeer gelijk,neutraal,neutraal,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk
frustratie,woede,gelijk,gelijk,neutraal,gelijk,neutraal,gelijk,neutraal,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,ongelijk,gelijk
rivier,zee,ongelijk,neutraal,ongelijk,zeer ongelijk,gelijk,zeer ongelijk,neutraal,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
taak,beroep,neutraal,gelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,neutraal
vereniging,maatschappij,ongelijk,ongelijk,neutraal,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,neutraal,zeer ongelijk,gelijk
reflectie,afbeelding,gelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk
prins,koning,ongelijk,ongelijk,zeer ongelijk,neutraal,ongelijk,gelijk,neutraal,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
sneeuw,weer,ongelijk,ongelijk,neutraal,gelijk,neutraal,ongelijk,ongelijk,gelijk,gelijk,neutraal,ongelijk,neutraal,zeer ongelijk,ongelijk,neutraal
mensen,partij,ongelijk,gelijk,neutraal,neutraal,ongelijk,gelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,gelijk
jongen,broer,neutraal,gelijk,gelijk,zeer gelijk,gelijk,zeer gelijk,ongelijk,gelijk,neutraal,gelijk,ongelijk,zeer gelijk,ongelijk,ongelijk,gelijk
wortel,gras,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,neutraal,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk
wenkbrauw,oog,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,zeer ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk
geld,parel,zeer ongelijk,zeer ongelijk,neutraal,ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,zeer ongelijk,gelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
geld,diamant,zeer ongelijk,zeer ongelijk,neutraal,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,zeer ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk
voertuig,bus,ongelijk,neutraal,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,ongelijk,ongelijk,neutraal,gelijk,zeer gelijk
taxi,bus,gelijk,neutraal,ongelijk,zeer ongelijk,zeer gelijk,zeer gelijk,ongelijk,ongelijk,ongelijk,zeer gelijk,ongelijk,zeer gelijk,gelijk,ongelijk,gelijk
huis,schuur,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
vinger,handpalm,gelijk,gelijk,ongelijk,gelijk,ongelijk,gelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
auto,brug,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk
inspanning,moeilijkheid,neutraal,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,ongelijk,zeer gelijk,gelijk,gelijk,gelijk
feit,inzicht,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,ongelijk,gelijk
beroep,management,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,neutraal,ongelijk,ongelijk,gelijk,ongelijk
kanker,ziekte,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,neutraal,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
woord,krant,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,ongelijk,ongelijk,ongelijk,zeer ongelijk,ongelijk,ongelijk,neutraal,neutraal,ongelijk,ongelijk
componist,schrijver,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,ongelijk,ongelijk,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,gelijk
acteur,zanger,ongelijk,ongelijk,ongelijk,ongelijk,ongelijk,gelijk,ongelijk,neutraal,ongelijk,gelijk,gelijk,zeer gelijk,gelijk,ongelijk,gelijk
schuilplaats,hut,ongelijk,gelijk,gelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk,gelijk
badkamer,keuken,ongelijk,neutraal,ongelijk,ongelijk,gelijk,neutraal,ongelijk,gelijk,gelijk,ongelijk,zeer gelijk,zeer gelijk,neutraal,ongelijk,gelijk
cabine,hut,neutraal,gelijk,neutraal,gelijk,zeer gelijk,gelijk,ongelijk,ongelijk,gelijk,gelijk,ongelijk,gelijk,gelijk,gelijk,gelijk
